name,high_school,position,ht_wt,national_rank,position_rank,state_rank,recruit_score,college,year
Isaiah Maurice," South Plains College (Levelland, TX)  ", C , 6-10 / 225 ,16,4,8,0.8556,memphis,2018
Feron Hunt," DeSoto (DeSoto, TX)    ", SF , 6-7 / 190 ,194,44,12,0.8991,smu,2018
"Jahmar Young, Jr."," DeSoto (DeSoto, TX)  ", PF , 6-9 / 197 ,370,62,25,0.8628,smu,2018
Curtis White," Parkview Magnet (Little Rock, AR)  ", SG , 6-4 / 180 ,NA,NA,NA,NA,smu,2018
Madut Akec," Victory Rock Prep (Bradenton, FL)  ", SF , 6-6 / - ,262,57,24,0.8800,south-florida,2018
Xavier Castaneda," Whitney Young (Chicago, IL)    ", PG , 6-0 / 185 ,274,45,7,0.8791,south-florida,2018
Michael Durr," Oldsmar Christian School (Oldsmar, FL)    ", C , 6-11 / 210 ,300,48,30,0.8723,south-florida,2018
Rashun Williams," Calhoun County (Edison, GA)  ", SF , 6-6 / 180 ,409,93,20,0.8556,south-florida,2018
Arashma Parks," Commonwealth Academy (Springfield, MA)    ", C , 6-8 / 232 ,309,51,7,0.8710,temple,2018
Quentin Jackson," Tallahassee C.C. (Tallahassee, FL)    ", PG , 6-3 / 175 ,NA,NA,NA,NA,temple,2018
Moses Wood," Galena (Reno, NV)  ", SF , 6-6 / 170 ,280,61,8,0.8775,tulane,2018
Kevin Zhang," Montverde Academy (Montverde, FL)  ", PF , 6-8 / 205 ,284,48,29,0.8756,tulane,2018
Connor Crabtree," Hargrave Military Academy (HS) (Chatham, VA)    ", SG , 6-6 / 200 ,319,67,12,0.8700,tulane,2018
Xavier Grant," American Heritage (Fort Lauderdale, FL)  ", SG , 6-3 / 170 ,NA,NA,NA,NA,central-florida,2018
Andreas Fuller," Admiral Farragut Academy (Saint Petersburg, FL)    ", SF , 6-6 / 190 ,389,88,39,0.8578,central-florida,2018
Morris Udeze," Montverde Academy (Montverde, FL)  ", C , 6-8 / 240 ,213,29,18,0.8899,wichita-state,2018
Erik Stevenson," Timberline (Lacey, WA)    ", SG , 6-4 / 180 ,231,51,4,0.8856,wichita-state,2018
Chance Moore," Fern Creek Traditional (Louisville, KY)  ", SG , 6-5 / 180 ,266,59,4,0.8800,wichita-state,2018
Jaime Echenique," Trinity Valley C.C. (Athens, TX)  ", C , 6-10 / 220 ,14,3,7,0.8556,wichita-state,2018
Jamarius Burton," Independence (Charlotte, NC)  ", CG , 6-5 / 195 ,408,32,24,0.8556,wichita-state,2018
Ricky Torres," Missouri State-West Plains (West Plains, MO)  ", PG , 6-3 / 177 ,NA,NA,NA,NA,wichita-state,2018
Dexter Dennis," Believe Prep Academy (Athens, TN)  ", SG , 6-5 / 200 ,NA,NA,NA,NA,wichita-state,2018
Isaiah Chandler," Sunrise Christian (Wichita, KS)    ", C , 6-8 / 240 ,304,50,3,0.8723,wichita-state,2018
Rodgerick Brown," Cordova (Cordova, TN)    ", SF , 6-7 / 202 ,302,70,8,0.8723,wichita-state,2018
Frankie Policelli," Long Island Lutheran (Glen Head, NY)  ", SF , 6-8 / - ,298,69,7,0.8723,dayton,2018
Dwayne Cohill," Holy Name (Cleveland, OH)    ", CG , 6-2 / 170 ,136,15,6,0.9354,dayton,2018
Gavin Bizeau," Plainfield (Plainfield, IN)  ", C , 6-11 / 181 ,447,69,13,0.8487,duquesne,2018
Brandon Wade," Skyline (Ann Arbor, MI)  ", PG , 6-1 / 175 ,NA,NA,NA,NA,duquesne,2018
Dylan Swingle," Paint Valley (Bainbridge, OH)  ", C , 6-9 / 275 ,361,58,11,0.8631,duquesne,2018
Amari Kelly," Meadowcreek (Norcross, GA)  ", PF , 6-7 / 250 ,NA,NA,NA,NA,duquesne,2018
Nick Honor," Lake Highland Prep (Orlando, FL)    ", PG , 5-10 / 180 ,238,41,23,0.8837,fordham,2018
Chris Austin," Maranatha (Pasadena, CA)  ", SG , 6-4 / 180 ,NA,NA,NA,NA,fordham,2018
Jason Douglas-Stanley," Mount Vernon (Mount Vernon, NY)  ", SG , 6-2 / 160 ,NA,NA,NA,NA,george-mason,2018
Jamal Hartwell," Fairfax Senior (Los Angeles, CA)  ", PG , 5-10 / 160 ,472,70,52,0.8375,george-mason,2018
Jordan Miller," Loudoun Valley (Purcellville, VA)  ", SG , 6-3 / 180 ,NA,NA,NA,NA,george-mason,2018
Shandon Brown," New Hampton School (New Hampton, NH)  ", PG , 5-10 / 150 ,368,53,10,0.8628,george-washington,2018
Mezie Offurum," Georgetown Preparatory School (Rockville, MD)    ", SF , 6-6 / 195 ,NA,NA,NA,NA,george-washington,2018
Marcus Littles," Neumann Goretti (Philadelphia, PA)  ", C , 6-9 / 258 ,446,68,9,0.8494,george-washington,2018
Jack Clark," Cheltenham (Wyncote, PA)  ", SF , 6-5 / 180 ,508,114,12,0.7906,la-salle,2018
Dana Tate," MacDuffie School (Granby, MA)  ", SF , 6-7 / 230 ,215,49,6,0.8896,rhode-island,2018
Tyrese Martin," Massanutten Military Academy (Woodstock, VA)    ", SF , 6-6 / 180 ,220,50,8,0.8880,rhode-island,2018
Jermaine Harris," Capitol Christian Academy (Upper Marlboro, MD)  ", C , 6-8 / 200 ,82,10,4,0.9693,rhode-island,2018
Omar Silverio," St. Raymond For Boys (Bronx, NY)  ", SG , 6-3 / 170 ,NA,NA,NA,NA,rhode-island,2018
Jake Wojcik," Bellarmine Prep (San Jose, CA)  ", SG , 6-4 / 185 ,435,96,44,0.8500,richmond,2018
Souleymane Koureissi," Iona Preparatory School (New Rochelle, NY)  ", SF , 6-8 / 180 ,356,80,8,0.8648,richmond,2018
Jared Bynum," Georgetown Preparatory School (Rockville, MD)  ", PG , 5-8 / 150 ,374,54,12,0.8614,saint-josephs,2018
Carte'Are Gordon," Webster Groves (Saint Louis, MO)    ", C , 6-8 / 245 ,73,8,2,0.9731,saint-louis,2018
Fred Thatch," Sikeston Sr. (Sikeston, MO)    ", SG , 6-3 / 195 ,324,70,10,0.8689,saint-louis,2018
Demarius Jacobs," Hillcrest Prep (Phoenix, AZ)  ", SG , 6-2 / 165 ,367,80,4,0.8628,saint-louis,2018
Kyle Lofton," Putnam Science Academy (Putnam, CT)  ", PG , 6-4 / 180 ,NA,NA,NA,NA,saint-bonaventure,2018
Osun Osunniyi," Putnam Science Academy (Putnam, CT)  ", C , 6-10 / 185 ,NA,NA,NA,NA,saint-bonaventure,2018
Samba Diallo," Pope John XXIII (Sparta, NJ)  ", SF , 6-7 / 190 ,173,39,6,0.9145,massachusetts,2018
Tre Wood," St. John's (Washington, DC)    ", PG , 6-0 / 165 ,396,59,5,0.8573,massachusetts,2018
Sy Chatman," Cretin Derham Hall (Saint Paul, MN)    ", PF , 6-8 / 200 ,NA,NA,NA,NA,massachusetts,2018
PJ Byrd," Fort Bend Bush (Richmond, TX)  ", PG , 6-1 / 170 ,211,35,14,0.8904,virginia-commonwealth,2018
Vincent Williams," St. John's Jesuit (Toledo, OH)    ", SF , 6-5 / 180 ,291,65,8,0.8743,virginia-commonwealth,2018
Corey Douglas," Tallahassee C.C. (Tallahassee, FL)  ", PF , 6-8 / 190 ,NA,NA,NA,NA,virginia-commonwealth,2018
KeShawn Curry," Fork Union Military (HS) (Fork Union, VA)  ", CG , 6-3 / 170 ,NA,NA,NA,NA,virginia-commonwealth,2018
Zach Scott," Westminster Academy (Fort Lauderdale, FL)  ", PG , 6-4 / 185 ,329,51,36,0.8678,florida-gulf-coast,2018
Caleb Catto," Southwest Florida Christian Academy (Lehigh Acres, FL)  ", SG , 6-5 / 175 ,404,88,40,0.8556,florida-gulf-coast,2018
Jaxson Strates," Lake Highland Prep (Orlando, FL)  ", PF , 6-8 / 190 ,NA,NA,NA,NA,lipscomb,2018
Brandon Thomas," Eagles Landing (McDonough, GA)  ", SG , 6-2 / 165 ,NA,NA,NA,NA,mercer,2018
Dorian James," Winter Haven (Winter Haven, FL)  ", SF , 6-6 / 185 ,NA,NA,NA,NA,north-florida,2018
Dalvin White," Norcross (Norcross, GA)    ", PG , 5-11 / 160 ,NA,NA,NA,NA,south-carolina-upstate,2018
Jalen Crutchfield," Norman North (Norman, OK)  ", SG , 6-3 / 175 ,454,100,3,0.8400,stetson,2018
Bryce Golden," St. James School (Sharpsburg, MD)  ", PF , 6-9 / 220 ,224,39,7,0.8874,butler,2018
Markeese Hastings," Godwin Heights Senior (Grand Rapids, MI)  ", SF , 6-6 / 190 ,480,108,11,0.8228,butler,2018
Marcus Zegarowski," Tilton School (Tilton, NH)  ", CG , 6-1 / 165 ,110,11,4,0.9538,creighton,2018
Samson Froling," Australian Institute of Sport (Canberra, SW)  ", PF , 6-11 / 225 ,142,25,1,0.9313,creighton,2018
Christian Bishop," Lee's Summit West (Lees Summit, MO)    ", SF , 6-7 / 190 ,162,38,7,0.9211,creighton,2018
Flynn Cameron," Hillcrest Christian College (Australia, AUST)  ", PG , 6-3 / 180 ,168,28,1,0.9173,depaul,2018
George Maslennikov," Holy Spirit Preparatory School (Atlanta, GA)  ", PF , 6-9 / 220 ,181,33,8,0.9052,depaul,2018
John Diener," Cedarburg (Cedarburg, WI)  ", SG , 6-3 / 180 ,423,92,6,0.8528,depaul,2018
James Akinjo," Salesian (Richmond, CA)    ", PG , 6-0 / 160 ,90,13,8,0.9645,georgetown,2018
Josh LeBlanc," Madison Prep Academy (Baton Rouge, LA)    ", PF , 6-7 / 213 ,122,24,3,0.9398,georgetown,2018
Grayson Carter," Bishop Dunne (Dallas, TX)  ", PF , 6-8 / 200 ,235,40,16,0.8840,georgetown,2018
Mac McClung," Gate City (Gate City, VA)    ", CG , 6-2 / 175 ,245,23,11,0.8820,georgetown,2018
Joey Hauser," Stevens Point Area Senior (Stevens Point, WI)    ", PF , 6-8 / 210 ,52,10,2,0.9817,marquette,2018
David Duke," Cushing Academy (Ashburnham, MA)  ", CG , 6-3 / 175 ,47,6,1,0.9828,providence,2018
A.J. Reeves," Brimmer And May School (Chestnut Hill, MA)    ", SG , 6-5 / 180 ,48,9,2,0.9822,providence,2018
Jimmy Nichols," Conway (Conway, SC)  ", PF , 6-8 / 205 ,188,35,5,0.9019,providence,2018
Kris Monroe," St David's School (Raleigh, NC)  ", SF , 6-7 / 220 ,325,72,18,0.8681,providence,2018
Jared Rhoden," Our Saviour Lutheran School (Bronx, NY)  ", SG , 6-6 / 190 ,199,45,5,0.8957,seton-hall,2018
Anthony Nelson," South Kent School (South Kent, CT)    ", CG , 6-4 / 180 ,204,19,3,0.8930,seton-hall,2018
Greg Williams," Lafayette Christian Academy (Lafayette, LA)    ", SG , 6-3 / 190 ,155,31,4,0.9271,saint-johns,2018
Marcellus Earlington," Don Bosco Prep (Ramsey, NJ)  ", SF , 6-5 / 240 ,269,59,10,0.8800,saint-johns,2018
Josh Roberts," Montverde Academy (Montverde, FL)    ", PF , 6-8 / 200 ,272,46,27,0.8795,saint-johns,2018
LJ Figueroa," Odessa C.C. (Odessa, TX)    ", SF , 6-5 / 185 ,NA,NA,NA,NA,saint-johns,2018
Jahvon Quinerly," Hudson Catholic (Jersey City, NJ)    ", PG , 6-0 / 170 ,29,7,3,0.9901,villanova,2018
Cole Swider," St Andrews School (Barrington, RI)    ", PF , 6-7 / 210 ,44,9,1,0.9841,villanova,2018
Brandon Slater," Paul VI Catholic (Fairfax, VA)    ", SF , 6-6 / 180 ,53,11,4,0.9817,villanova,2018
Saddiq Bey," Sidwell Friends School (Washington, DC)    ", SF , 6-7 / 195 ,137,34,2,0.9349,villanova,2018
Dontarius James," Andrew Jackson (Kershaw, SC)    ", PF , 6-7 / 215 ,222,37,6,0.8876,xavier,2018
Keonte Kennedy," Westlake (Austin, TX)  ", SG , 6-4 / 175 ,241,52,18,0.8835,xavier,2018
Jake Walter," Covington Catholic (Alexandria, KY)    ", C , 7-0 / 270 ,189,22,2,0.9009,xavier,2018
Daxton Carr," Highland (Pocatello, ID)  ", SF , 6-5 / 180 ,NA,NA,NA,NA,cal-poly,2018
Ian Fox," Fullerton College (Fullerton, CA)  ", PG , 6-0 / 175 ,NA,NA,NA,NA,cal-state-fullerton,2018
Wayne Arnold," Compton Dominguez (Compton, CA)    ", SG , 6-2 / 170 ,328,71,34,0.8681,cal-state-fullerton,2018
Teddy Ochieng," Cantwell Sacred Heart Of Mary (Montebello, CA)  ", PF , 6-8 / 180 ,186,34,16,0.9036,cal-state-northridge,2018
Avery Martinez," Cantwell Sacred Heart Of Mary (Montebello, CA)  ", SG , 6-4 / 175 ,NA,NA,NA,NA,cal-state-northridge,2018
Elijah Harkless," Etiwanda (Rancho Cucamonga, CA)  ", SG , 6-4 / 195 ,NA,NA,NA,NA,cal-state-northridge,2018
Ron Artest III," Hillcrest Prep (Phoenix, AZ)    ", SF , 6-5 / 175 ,NA,NA,NA,NA,cal-state-northridge,2018
Greg Floyd," Middlebrooks Academy (Los Angeles, CA)    ", SF , 6-7 / 185 ,293,67,29,0.8743,long-beach-state,2018
Demetrius Mims," Baltimore Polytechnic Institute (Baltimore, MD)    ", SF , 6-6 / 170 ,351,79,10,0.8656,long-beach-state,2018
Joe Hampton," Pasadena City College (Pasadena, CA)    ", SF , 6-8 / 250 ,NA,NA,NA,NA,long-beach-state,2018
Daniel Mading," Mt. San Jacinto Junior College (San Jacinto, CA)    ", PF , 6-9 / 175 ,NA,NA,NA,NA,uc-riverside,2018
Jay Nagle," Will C. Wood (Vacaville, CA)  ", SF , 6-6 / 190 ,180,42,15,0.9084,uc-santa-barbara,2018
Amadou Sow," Prolific Prep (Napa, CA)    ", PF , 6-9 / 225 ,223,38,21,0.8874,uc-santa-barbara,2018
Junior Toure," Prolific Prep (Napa, CA)  ", PF , 6-6 / 185 ,407,72,40,0.8556,uc-santa-barbara,2018
Tyler Bertram," Vermont Academy (Saxtons River, VT)    ", PG , 6-4 / 160 ,417,62,2,0.8556,charlotte,2018
Cooper Robb," Scott County (Georgetown, KY)  ", PG , 6-2 / 175 ,NA,NA,NA,NA,charlotte,2018
Malik Martin," Curtis (Staten Island, NY)  ", CG , 6-3 / - ,NA,NA,NA,NA,charlotte,2018
Michael Forrest," Blanche Ely (Pompano Beach, FL)  ", PG , 6-1 / 165 ,NA,NA,NA,NA,florida-atlantic,2018
Emanuel Littles," Lanett (Lanett, AL)  ", SF , 6-7 / 195 ,NA,NA,NA,NA,florida-atlantic,2018
Stacey Thomas," North Houston For Business (Houston, TX)  ", PF , 6-9 / 210 ,NA,NA,NA,NA,louisiana-tech,2018
Andrew Taylor," Corbin (Corbin, KY)  ", PG , 6-3 / 185 ,492,73,9,0.8000,marshall,2018
Jeremy Dillon," Mingo Central (Matewan, WV)  ", SG , 6-4 / 175 ,NA,NA,NA,NA,marshall,2018
Cameron Brooks-Harris," Zanesville (Zanesville, OH)  ", SF , 6-7 / 180 ,NA,NA,NA,NA,marshall,2018
Junior Farquhar," Orangeville Prep (Mono, ON)    ", PG , 6-2 / 188 ,NA,NA,NA,NA,middle-tennessee-state,2018
Joe Reece," Vashon (Saint Louis, MO)    ", PF , 6-9 / 190 ,261,42,9,0.8800,old-dominion,2018
Kalu Ezikpe," Discovery High School (Lawrenceville, GA)  ", PF , 6-8 / 220 ,403,70,19,0.8556,old-dominion,2018
Jason Wade," Trinity Episcopal School (Richmond, VA)  ", SG , 6-5 / 180 ,414,90,18,0.8556,old-dominion,2018
Jarvis Vaughan," Robert E. Lee (Staunton, VA)  ", PF , 6-7 / 200 ,NA,NA,NA,NA,old-dominion,2018
Chris Mullins," Lake Ridge (Mansfield, TX)  ", SG , 6-3 / 175 ,306,63,21,0.8715,rice,2018
Drew Peterson," Libertyville (Libertyville, IL)  ", SF , 6-7 / 180 ,331,73,11,0.8678,rice,2018
Payton Moore," Windward School (Los Angeles, CA)    ", SG , 6-4 / 175 ,354,78,36,0.8648,rice,2018
Quentin Millora-Brown," Bishop O'Connell (Arlington, VA)  ", PF , 6-9 / 205 ,NA,NA,NA,NA,rice,2018
Trey Murphy," Cary Academy (Cary, NC)  ", SG , 6-4 / 165 ,NA,NA,NA,NA,rice,2018
LaDarius Marshall," Forest Hill (Jackson, MS)    ", SF , 6-5 / 205 ,295,68,4,0.8743,southern-mississippi,2018
Shakur Daniel," Southwest Christian Academy (Little Rock, AR)  ", SG , 6-5 / 175 ,NA,NA,NA,NA,southern-mississippi,2018
Gabe Watson," Saint Joseph Catholic (Madison, MS)  ", CG , 6-2 / 195 ,NA,NA,NA,NA,southern-mississippi,2018
Tamir Bynum," Lamar (Houston, TX)  ", PG , 6-0 / 165 ,NA,NA,NA,NA,utsa,2018
Adokiye Iyaye," Putnam City North (Oklahoma City, OK)  ", SG , 6-3 / 165 ,NA,NA,NA,NA,utsa,2018
Chukwuebuka Akabueze," North Marion (Farmington, WV)  ", C , 6-8 / 208 ,240,33,3,0.8837,alabama-birmingham,2018
Tavin Lovan," Hargrave Military Academy (HS) (Chatham, VA)  ", SG , 6-4 / 186 ,323,69,13,0.8690,alabama-birmingham,2018
Tamell Pearson," Morgan Park (Chicago, IL)  ", PF , 6-9 / 190 ,353,60,15,0.8656,alabama-birmingham,2018
Jordan Lathon," Grandview (Grandview, MO)  ", CG , 6-4 / 190 ,133,14,5,0.9360,utep,2018
Nigel Hawkins," Cy Falls (Houston, TX)  ", SG , 6-2 / 175 ,474,107,32,0.8300,utep,2018
Kaosi Ezeagu," GTA Prep (Mississauga, ON)  ", PF , 6-10 / 230 ,NA,NA,NA,NA,utep,2018
Efe Odigie," Pro-Vision Academy (Houston, TX)  ", PF , 6-9 / 275 ,NA,NA,NA,NA,utep,2018
Charles Bassey," Aspire Basketball Academy (Louisville, KY)    ", C , 6-10 / 220 ,6,2,1,0.9985,western-kentucky,2018
Dalano Banton," Redemption Christian Academy (Troy, NY)  ", PG , 6-6 / 185 ,92,15,2,0.9641,western-kentucky,2018
Jeremiah Gambrell," Madison (Houston, TX)  ", PG , 6-0 / 150 ,445,66,31,0.8500,western-kentucky,2018
Galen Smith," Bay (Bay Saint Louis, MS)  ", PF , 6-9 / 210 ,NA,NA,NA,NA,western-kentucky,2018
Trevelin Queen," New Mexico Military Institute (Roswell, NM)  ", SF , 6-6 / 185 ,NA,NA,NA,NA,western-kentucky,2018
Matthew Horton," Shelton State C.C. (Tuscaloosa, AL)  ", PF , 6-11 / 230 ,NA,NA,NA,NA,western-kentucky,2018
Dibaji Walker," Woodstock Academy (Woodstock, CT)  ", SF , 6-5 / - ,NA,NA,NA,NA,cleveland-state,2018
Adrian Nelson," Pickerington Central (Pickerington, OH)    ", SG , 6-6 / 195 ,NA,NA,NA,NA,detroit,2018
Trevon Faulkner," Mercer County Senior (Harrodsburg, KY)  ", PG , 6-4 / 180 ,381,58,5,0.8600,northern-kentucky,2018
Braden Norris," Hilliard Bradley (Hilliard, OH)  ", PG , 6-0 / 180 ,NA,NA,NA,NA,oakland,2018
Shae Mitchell," Lakeville South (Lakeville, MN)    ", SF , 6-6 / 170 ,392,89,8,0.8578,wisconsin-milwaukee,2018
Ty Mosely," Aasta - Orr (Chicago, IL)  ", CG , 6-5 / - ,337,28,12,0.8678,wisconsin-milwaukee,2018
Darius Quisenberry," Wayne (Dayton, OH)    ", PG , 6-0 / 160 ,511,78,19,0.7900,youngstown-state,2018
Neftali Alvarez," Miami Christian School (Miami, FL)  ", PG , 6-1 / 175 ,312,49,34,0.8706,fairfield,2018
Calvin Whipple," Northfield Mount Hermon (Northfield, MA)  ", SG , 6-4 / 190 ,NA,NA,NA,NA,fairfield,2018
Christian Hinckson," Tilton School (Tilton, NH)  ", SF , 6-6 / 200 ,NA,NA,NA,NA,manhattan,2018
Samir Stewart," American Heritage (Fort Lauderdale, FL)  ", PG , 6-0 / 160 ,NA,NA,NA,NA,manhattan,2018
Elijah Buchanan," Woodstock Academy (Woodstock, CT)    ", SG , 6-4 / 170 ,NA,NA,NA,NA,manhattan,2018
Daniel Schreier," Vermont Academy (Saxtons River, VT)    ", PF , 6-8 / 220 ,NA,NA,NA,NA,manhattan,2018
Matthew Herasme," Don Bosco Prep (Ramsey, NJ)  ", PG , 6-3 / 170 ,NA,NA,NA,NA,marist,2018
Tyrese Williams," Cardinal Hayes (Bronx, NY)  ", SG , 6-1 / 175 ,NA,NA,NA,NA,quinnipiac,2018
Ajiri Johnson," Monsignor Bonner (Drexel Hill, PA)  ", SF , 6-7 / 175 ,416,96,8,0.8556,rider,2018
Majur Majak," St. Patrick (Elizabeth, NJ)  ", C , 7-1 / 205 ,275,41,11,0.8787,saint-peters,2018
Sloan Seymour," New Hampton School (New Hampton, NH)    ", SF , 6-8 / 190 ,NA,NA,NA,NA,siena,2018
Jarron Coleman," Cathedral (Indianapolis, IN)  ", SG , 6-5 / 190 ,251,55,7,0.8813,ball-state,2018
Kani Acree," Carbondale Comm (Carbondale, IL)  ", SF , 6-6 / 190 ,NA,NA,NA,NA,ball-state,2018
Jeenathan Williams," Prolific Prep (Napa, CA)    ", SG , 6-5 / 190 ,130,25,11,0.9368,buffalo,2018
Ronaldo Segu," Orlando Christian Prep (Orlando, FL)    ", PG , 6-0 / 165 ,233,39,21,0.8845,buffalo,2018
Javion Hamlet," Motlow State Community College (Tullahoma, TN)  ", PG , 6-3 / 190 ,NA,NA,NA,NA,buffalo,2018
Damari Parris," Trinity Valley C.C. (Athens, TX)    ", PG , 5-11 / - ,NA,NA,NA,NA,eastern-michigan,2018
Anthony Roberts," Henry Ford II (Sterling Heights, MI)  ", SG , 6-4 / 190 ,NA,NA,NA,NA,kent-state,2018
DeAndre Gholston," 21st Century Fountain Square Schl (Indianapolis, IN)  ", SG , 6-2 / 170 ,NA,NA,NA,NA,kent-state,2018
Mekhi Lairy," Benjamin Bosse (Evansville, IN)  ", PG , 5-9 / 140 ,NA,NA,NA,NA,miami-ohio,2018
Myja White," Brebeuf Jesuit (Indianapolis, IN)  ", PG , 6-1 / 180 ,NA,NA,NA,NA,miami-ohio,2018
Justin Lee," Collins Hill (Suwanee, GA)  ", PF , 6-8 / 180 ,384,65,18,0.8600,northern-illinois,2018
Nate Springs," United Faith Christian Academy (Charlotte, NC)  ", PF , 6-10 / 185 ,NA,NA,NA,NA,ohio,2018
Keshaun Saunders," Orangeville (Orangeville, IL)    ", PG , 6-5 / 185 ,NA,NA,NA,NA,toledo,2018
Aristide Boya," Calusa Preparatory School (Miami, FL)  ", C , 6-10 / 205 ,321,52,35,0.8700,bradley,2018
Liam Robbins," Sunrise Christian (Wichita, KS)  ", C , 7-0 / 260 ,NA,NA,NA,NA,drake,2018
Messiah Jones," Simeon (Chicago, IL)  ", SF , 6-5 / 155 ,427,98,16,0.8500,drake,2018
Montrell Horsey," Joppatowne (Joppa, MD)  ", PG , 6-2 / 170 ,NA,NA,NA,NA,drake,2018
Will Becker," Smoky Hill (Aurora, CO)  ", PF , 6-8 / 200 ,NA,NA,NA,NA,evansville,2018
Demontay Dixon," Summit (Spring Hill, TN)  ", PF , 6-9 / 190 ,NA,NA,NA,NA,illinois-state,2018
Blake Brinkmeyer," Valley (West Des Moines, IA)  ", PF , 6-8 / 200 ,NA,NA,NA,NA,indiana-state,2018
Isaiah Bujdoso," Sunrise Christian Academy (Spokane, WA)  ", PG , 6-2 / 160 ,410,61,8,0.8556,loyola,2018
Franklin Agunanne," La Lumiere School (La Porte, IN)    ", C , 6-9 / 210 ,332,54,10,0.8678,loyola,2018
Cooper Kaifes," Mill Valley (Shawnee, KS)    ", SG , 6-3 / 175 ,428,94,6,0.8500,loyola,2018
Szymon Wojcik," Poland (Poland, POLA)  ", PF , 6-10 / 224 ,NA,NA,NA,NA,missouri-state,2018
AJ Green," Cedar Falls (Cedar Falls, IA)    ", PG , 6-3 / 175 ,81,12,2,0.9693,northern-iowa,2018
Darius Beane," Carbondale Comm (Carbondale, IL)  ", PG , 6-3 / 165 ,344,52,13,0.8675,southern-illinois,2018
Javon Freeman-Liberty," Whitney Young (Chicago, IL)  ", SG , 6-4 / 170 ,250,54,6,0.8813,valparaiso,2018
Nikc Jackson," Sunnyside (Tucson, AZ)  ", PF , 6-8 / 190 ,NA,NA,NA,NA,air-force,2018
A.J. Walker," Saint Mary's Hall (San Antonio, TX)  ", SG , 6-2 / 191 ,NA,NA,NA,NA,air-force,2018
Roderick Williams," East Los Angeles College (Monterey Park, CA)  ", SF , 6-7 / 215 ,6,2,1,0.8889,boise-state,2018
Riley Abercrombie," Clear Lake (Houston, TX)    ", SF , 6-8 / 205 ,NA,NA,NA,NA,boise-state,2018
Jaycson BeReal," Booker T. Washington (Tulsa, OK)                  ", SF , 6-7 / 200 ,402,92,2,0.8556,boise-state,2018
Michael Frazier," East (Salt Lake City, UT)  ", PF , 6-10 / 245 ,431,79,3,0.8500,boise-state,2018
Patrick Dembley," Iowa Western C.C. (Council Bluffs, IA)    ", PG , 6-1 / 175 ,NA,NA,NA,NA,boise-state,2018
Adam Thistlewood," Golden (Golden, CO)  ", SF , 6-7 / 180 ,187,43,2,0.9024,colorado-state,2018
Kendle Moore," Danville (Danville, IL)    ", PG , 5-10 / 160 ,NA,NA,NA,NA,colorado-state,2018
Assane Diouf," DME Academy (Daytona Beach, FL)  ", C , 7-1 / - ,193,23,17,0.9000,fresno-state,2018
Aguir Agau," Middlebrooks Academy (Los Angeles, CA)  ", SG , 6-6 / 190 ,317,66,31,0.8700,fresno-state,2018
Jordan Brown," Prolific Prep (Napa, CA)    ", PF , 6-10 / 195 ,19,5,1,0.9933,nevada,2018
K.J. Hymes," Hillcrest Prep (Phoenix, AZ)    ", PF , 6-10 / 215 ,315,51,3,0.8702,nevada,2018
Vincent Lee," Midlothian (Midlothian, TX)    ", PF , 6-7 / 195 ,413,74,27,0.8556,nevada,2018
Tavian Percy," Pasadena (Pasadena, CA)  ", SG , 6-5 / 185 ,518,121,56,0.7000,new-mexico,2018
Drue Drinnon," University School (Fort Lauderdale, FL)    ", PG , 6-0 / 165 ,217,36,19,0.8884,new-mexico,2018
Karim Ezzedine," Northwest Florida State College (Niceville, FL)  ", PF , 6-9 / - ,NA,NA,NA,NA,new-mexico,2018
Keith McGee," South Plains College (Levelland, TX)  ", PG , 6-2 / 175 ,NA,NA,NA,NA,new-mexico,2018
Joel Mensah," J Serra Catholic (San Juan Capistrano, CA)    ", C , 6-10 / 215 ,203,25,20,0.8935,san-diego-state,2018
Ed Chang," Papillion-La Vista (Papillion, NE)    ", SF , 6-7 / 180 ,285,63,1,0.8752,san-diego-state,2018
Nathan Mensah," Prolific Prep (Napa, CA)    ", C , 6-10 / 210 ,297,47,30,0.8743,san-diego-state,2018
Kaison Hammonds," ThunderRidge (Littleton, CO)  ", SG , 6-4 / 170 ,182,39,1,0.9048,san-jose-state,2018
Zach Chappell," Capital Christian (Sacramento, CA)  ", PG , 6-3 / 175 ,433,64,43,0.8500,san-jose-state,2018
Craig Lecesne," San Bernardino Valley College (San Bernardino, CA)  ", PF , 6-9 / 215 ,NA,NA,NA,NA,san-jose-state,2018
Christian Anigwe," Desert Vista (Phoenix, AZ)  ", PF , 6-9 / 215 ,NA,NA,NA,NA,san-jose-state,2018
Bryce Hamilton," Pasadena (Pasadena, CA)    ", SG , 6-4 / 170 ,149,28,12,0.9289,unlv,2018
Trey Woodbury," Ed W Clark (Las Vegas, NV)    ", SG , 6-4 / 170 ,165,35,5,0.9186,unlv,2018
Joel Ntambwe," Aspire Basketball Academy (Louisville, KY)  ", SG , 6-9 / 215 ,NA,NA,NA,NA,unlv,2018
Jonathan Tchamwa Tchatchoua," NBA Global Academy (Australia, AUST)  ", PF , 6-8 / 230 ,NA,NA,NA,NA,unlv,2018
Neemias Queta," Portugal (Portugal, PORT)  ", C , 6-11 / 240 ,NA,NA,NA,NA,utah-state,2018
